# Description: This file is for creating figure.
# This file is generated by program. Do not change the contain of file!.
#
#[srcIpAddress,dstIpAddress,dstPort,Protocol]-label-x-y 
('147.32.84.165', '66.197.230.37', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '213.180.199.34', '53', 'udp')<<<MALWARE<<<12<<<0
('147.32.84.165', '80.93.56.2', '53', 'udp')<<<MALWARE<<<23<<<0
('147.32.84.165', '91.221.71.46', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '92.38.226.10', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '210.213.253.199', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '61.17.216.26', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '78.110.50.60', '53', 'udp')<<<MALWARE<<<13<<<0
('147.32.84.165', '209.86.93.121', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '188.64.112.2', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '85.17.28.170', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.116.135.150', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.161.85.75', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '210.212.164.162', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '67.231.152.184', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '77.243.96.10', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '88.198.68.25', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '200.91.27.33', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '65.55.37.62', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '94.95.56.138', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '165.21.74.117', '25', 'tcp')<<<MALWARE<<<20<<<0
('147.32.84.165', '95.169.186.157', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '150.186.92.225', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '62.109.0.244', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '61.17.216.12', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '216.204.99.3', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '213.180.204.213', '53', 'udp')<<<MALWARE<<<15<<<0
('147.32.84.165', '90.156.232.168', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '168.95.6.70', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.90.131.228', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.58.96.132', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '85.235.206.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '91.219.194.7', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.98.69.234', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '94.228.209.192', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.141.76.51', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '109.123.152.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '75.125.160.133', '53', 'udp')<<<MALWARE<<<10<<<0
('147.32.84.165', '115.99.115.251', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '205.188.90.1', '80', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '46.175.169.64', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '66.199.31.140', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.0.12.232', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '79.175.14.202', '53', 'udp')<<<MALWARE<<<9<<<0
('147.32.84.165', '79.132.91.208', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.135.44.67', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '94.79.55.36', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '46.4.116.200', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '94.245.120.86', '25', 'tcp')<<<MALWARE<<<44<<<0
('147.32.84.165', '114.147.37.227', '25', 'tcp')<<<MALWARE<<<2<<<0
('221.120.234.129', '147.32.84.165', '0', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '80.12.242.9', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '92.243.94.228', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '91.214.240.4', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '24.97.67.249', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.17.45.54', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '119.161.16.24', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '109.74.194.10', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '87.224.128.126', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '204.123.2.19', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '77.234.201.78', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '114.108.154.169', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.15.134.65', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '67.221.178.52', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '209.212.156.210', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '98.139.175.224', '25', 'tcp')<<<MALWARE<<<412<<<0
('212.91.171.110', '147.32.84.165', '1', 'icmp')<<<NORMAL<<<3<<<0
('147.32.84.165', '205.188.146.193', '25', 'tcp')<<<MALWARE<<<148<<<0
('147.32.84.165', '89.208.152.4', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.149.112.1', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '208.80.206.35', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '198.85.228.146', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '209.221.56.66', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '213.199.180.150', '25', 'tcp')<<<MALWARE<<<28<<<0
('147.32.84.165', '188.65.208.29', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '89.43.210.7', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '130.113.196.54', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.107.208.192', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.14.50.4', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '203.150.217.35', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '95.211.59.197', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '174.121.225.48', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '76.162.254.116', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '69.12.116.4', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '188.93.212.212', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '217.199.218.198', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '59.99.153.96', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '74.125.67.27', '25', 'tcp')<<<MALWARE<<<54<<<0
('147.32.84.165', '122.218.153.19', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '212.59.98.21', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '77.72.229.251', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '218.102.23.150', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '195.248.235.150', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.42.93.31', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '77.238.184.241', '25', 'tcp')<<<MALWARE<<<84<<<0
('147.32.84.165', '79.125.5.245', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.138.42.141', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '213.234.6.54', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '78.46.91.139', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '193.9.250.80', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '208.76.62.100', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '193.252.22.143', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '78.46.43.173', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '78.159.121.84', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '209.85.229.27', '25', 'tcp')<<<MALWARE<<<38<<<0
('147.32.84.165', '123.194.145.64', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.120.246.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.208.43.57', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '188.40.227.37', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '83.146.124.6', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '192.58.128.30', '53', 'udp')<<<MALWARE<<<46<<<0
('202.178.94.40', '147.32.84.165', '1', 'icmp')<<<NORMAL<<<2<<<0
('147.32.84.165', '195.54.209.159', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '83.246.160.114', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '66.135.44.67', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '208.109.80.40', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.112.56.20', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.144.198.78', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '117.204.67.233', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '178.133.29.206', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.11.20.40', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '208.38.59.82', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '173.210.69.114', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.85.88.237', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '216.99.131.20', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '207.126.144.245', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '93.190.205.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '168.95.5.12', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '69.56.0.57', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '46.4.116.217', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '213.171.60.92', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '194.149.131.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.154.248.254', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.152.34.8', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '220.164.82.72', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '203.188.197.119', '25', 'tcp')<<<MALWARE<<<58<<<0
('147.32.84.165', '78.108.185.80', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '93.185.193.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '82.179.79.253', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '46.4.74.170', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '95.211.0.131', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '66.40.3.4', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '67.195.168.31', '25', 'tcp')<<<MALWARE<<<140<<<0
('147.32.84.165', '95.211.58.97', '8399', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '69.175.10.98', '4190', 'tcp')<<<MALWARE<<<21<<<0
('147.32.84.165', '211.174.55.162', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.24.68.170', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.226.80.79', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '85.153.17.132', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '195.12.159.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '206.188.198.25', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '210.211.247.235', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '188.40.84.18', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.88.14.126', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '178.162.163.70', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.85.217.2', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '216.230.254.1', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '209.126.159.118', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '62.152.34.48', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.211.26.66', '25', 'tcp')<<<MALWARE<<<16<<<0
('147.32.84.165', '149.168.221.229', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '65.204.48.20', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.50.215.90', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '83.143.242.3', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '188.72.242.223', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.221.70.60', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '124.123.147.161', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.98.50.210', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.85.237.252', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.184.1.10', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.40.142.84', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '88.198.12.76', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '178.236.176.75', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.62.128.235', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '31.184.231.100', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.29.76.13', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.16.28.65', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '87.242.73.218', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.40.73.18', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.54.32.64', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '1.23.71.127', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '41.93.130.4', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '83.212.5.18', '53', 'udp')<<<MALWARE<<<1<<<0
('178.123.29.226', '147.32.84.165', '4460', 'tcp')<<<NORMAL<<<1<<<0
('147.32.84.165', '87.239.127.198', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.176.68.147', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.170.236.87', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.248.235.8', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '98.139.212.139', '587', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '208.97.132.72', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '188.120.33.31', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '68.67.179.212', '80', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.130.137.71', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.206.57.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '184.173.148.194', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '119.63.45.53', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '67.231.152.39', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '174.142.69.106', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.193.215.254', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '182.2.117.2', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '64.71.138.82', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '85.158.139.19', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.69.113.6', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '93.170.25.253', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '168.95.5.8', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.3.133.6', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '193.235.142.173', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.206.200.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '173.192.209.235', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '88.198.12.89', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.108.78.105', '53', 'udp')<<<MALWARE<<<10<<<0
('147.32.84.165', '84.20.139.21', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.17.140.168', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.109.2.254', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '67.225.137.254', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '94.79.10.53', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '92.241.176.140', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '217.16.18.91', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '80.54.122.3', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '192.162.16.18', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '202.185.111.224', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '192.228.79.202', '53', 'udp')<<<NORMAL<<<1<<<0
('147.32.84.165', '207.253.141.229', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.58.1.145', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '183.79.29.229', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '208.84.66.208', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '99.178.165.1', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.9.5.211', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '192.115.210.60', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '119.154.129.1', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '95.172.94.46', '80', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '95.143.15.66', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '90.156.233.74', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '190.107.110.169', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '68.67.179.211', '80', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '133.106.3.1', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '208.116.25.235', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '219.94.203.132', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '207.109.18.201', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '83.222.3.162', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '46.243.48.229', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '184.154.132.106', '9541', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '88.198.21.142', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '92.38.225.40', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '109.200.239.148', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '117.197.182.9', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '195.238.246.127', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '98.139.214.154', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '213.180.147.146', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '192.203.230.10', '53', 'udp')<<<MALWARE<<<49<<<0
('147.32.84.165', '194.106.221.36', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '188.40.133.147', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.226.208.7', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.108.124.71', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '194.85.61.78', '53', 'udp')<<<MALWARE<<<12<<<0
('147.32.84.165', '122.28.30.180', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '67.205.67.18', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '109.86.117.4', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '180.241.97.224', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '80.12.242.15', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.163.252.5', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '178.63.93.194', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '91.217.20.170', '53', 'udp')<<<MALWARE<<<13<<<0
('147.32.84.165', '195.10.213.9', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '82.206.239.241', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '63.235.3.11', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '69.210.160.130', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '61.147.99.179', '81', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.190.135.4', '53', 'udp')<<<MALWARE<<<1<<<0
('89.149.244.142', '147.32.84.165', '3', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '200.123.152.60', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '59.37.7.182', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.82.111.207', '25', 'tcp')<<<MALWARE<<<14<<<0
('147.32.84.165', '91.201.52.2', '53', 'udp')<<<MALWARE<<<9<<<0
('147.32.84.165', '195.128.51.62', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '69.175.84.210', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '42.201.161.145', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '178.170.217.13', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '209.65.160.73', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.38.125.4', '53', 'udp')<<<MALWARE<<<10<<<0
('147.32.84.165', '111.253.202.95', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '115.240.199.38', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '188.40.156.112', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.34.44.67', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '61.17.216.3', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '193.176.144.2', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '69.31.1.34', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.217.56.202', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '213.128.83.26', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '199.19.48.79', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '85.25.99.145', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.179.68.193', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '216.55.102.36', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '130.88.200.5', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '68.67.179.210', '80', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '83.146.216.28', '25', 'tcp')<<<MALWARE<<<2<<<0
('84.201.244.98', '147.32.84.165', '1', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '95.143.13.71', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '113.21.74.83', '6667', 'tcp')<<<MALWARE<<<3<<<0
('195.146.81.220', '147.32.84.165', '3', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '87.242.73.194', '53', 'udp')<<<MALWARE<<<11<<<0
('147.32.84.165', '156.154.126.70', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '128.139.6.66', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '88.191.64.64', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '188.40.72.147', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.32.180.22', '25', 'tcp')<<<MALWARE<<<54<<<0
('147.32.84.165', '188.127.231.43', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '207.69.189.217', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '217.116.81.20', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.34.61.30', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.108.108.52', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '155.44.218.58', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '27.255.59.54', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '218.248.255.243', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '212.67.202.20', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.151.220.8', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.28.15.220', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '207.69.189.220', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '213.133.123.40', '53', 'udp')<<<MALWARE<<<1<<<0
